region_id,region_name,senate_district,district,commune,list_id,pact_name,party_name,vote_number,candidate_name,lastname_1,lastname_2,vote_count,elected_status
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,ÑUÑOA,,,,,VOTOS EN BLANCO,,,3019,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,ÑUÑOA,,,,,VOTOS NULOS,,,5937,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,PROVIDENCIA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,52845,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,PROVIDENCIA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,58034,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,PROVIDENCIA,,,,,VOTOS EN BLANCO,,,1879,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,PROVIDENCIA,,,,,VOTOS NULOS,,,3868,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SAN JOAQUIN,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23019,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SAN JOAQUIN,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,38691,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SAN JOAQUIN,,,,,VOTOS EN BLANCO,,,1488,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SAN JOAQUIN,,,,,VOTOS NULOS,,,3918,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SANTIAGO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,107463,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SANTIAGO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,114326,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SANTIAGO,,,,,VOTOS EN BLANCO,,,5621,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 10,SANTIAGO,,,,,VOTOS NULOS,,,12338,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LA REINA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,33143,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LA REINA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,36284,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LA REINA,,,,,VOTOS EN BLANCO,,,1174,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LA REINA,,,,,VOTOS NULOS,,,2611,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LAS CONDES,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,132609,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LAS CONDES,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,68084,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LAS CONDES,,,,,VOTOS EN BLANCO,,,3097,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LAS CONDES,,,,,VOTOS NULOS,,,6303,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LO BARNECHEA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,52330,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LO BARNECHEA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,17610,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LO BARNECHEA,,,,,VOTOS EN BLANCO,,,1147,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,LO BARNECHEA,,,,,VOTOS NULOS,,,2486,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,PEÑALOLEN,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,55329,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,PEÑALOLEN,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,97684,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,PEÑALOLEN,,,,,VOTOS EN BLANCO,,,2633,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,PEÑALOLEN,,,,,VOTOS NULOS,,,7311,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,VITACURA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,47876,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,VITACURA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,15833,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,VITACURA,,,,,VOTOS EN BLANCO,,,828,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 11,VITACURA,,,,,VOTOS NULOS,,,1737,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA FLORIDA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,104428,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA FLORIDA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,142034,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA FLORIDA,,,,,VOTOS EN BLANCO,,,5448,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA FLORIDA,,,,,VOTOS NULOS,,,15044,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA PINTANA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,43885,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA PINTANA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,58509,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA PINTANA,,,,,VOTOS EN BLANCO,,,3143,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,LA PINTANA,,,,,VOTOS NULOS,,,8773,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PIRQUE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,9297,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PIRQUE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,11662,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PIRQUE,,,,,VOTOS EN BLANCO,,,349,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PIRQUE,,,,,VOTOS NULOS,,,1092,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PUENTE ALTO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,130691,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PUENTE ALTO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,206098,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PUENTE ALTO,,,,,VOTOS EN BLANCO,,,7073,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,PUENTE ALTO,,,,,VOTOS NULOS,,,23846,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,SAN JOSE DE MAIPO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,4408,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,SAN JOSE DE MAIPO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,8237,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,SAN JOSE DE MAIPO,,,,,VOTOS EN BLANCO,,,239,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 12,SAN JOSE DE MAIPO,,,,,VOTOS NULOS,,,793,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,EL BOSQUE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,44344,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,EL BOSQUE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,58199,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,EL BOSQUE,,,,,VOTOS EN BLANCO,,,2754,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,EL BOSQUE,,,,,VOTOS NULOS,,,7652,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LA CISTERNA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,27111,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LA CISTERNA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,33421,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LA CISTERNA,,,,,VOTOS EN BLANCO,,,1189,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LA CISTERNA,,,,,VOTOS NULOS,,,3755,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LO ESPEJO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23866,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LO ESPEJO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,38635,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LO ESPEJO,,,,,VOTOS EN BLANCO,,,1737,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,LO ESPEJO,,,,,VOTOS NULOS,,,5014,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,PEDRO AGUIRRE CERDA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23799,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,PEDRO AGUIRRE CERDA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,43655,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,PEDRO AGUIRRE CERDA,,,,,VOTOS EN BLANCO,,,1729,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,PEDRO AGUIRRE CERDA,,,,,VOTOS NULOS,,,4477,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN MIGUEL,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,36081,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN MIGUEL,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,45709,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN MIGUEL,,,,,VOTOS EN BLANCO,,,1572,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN MIGUEL,,,,,VOTOS NULOS,,,3963,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN RAMON,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23995,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN RAMON,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,33613,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN RAMON,,,,,VOTOS EN BLANCO,,,1624,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 13,SAN RAMON,,,,,VOTOS NULOS,,,4288,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ALHUE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,1756,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ALHUE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,3671,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ALHUE,,,,,VOTOS EN BLANCO,,,75,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ALHUE,,,,,VOTOS NULOS,,,184,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,BUIN,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,34871,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,BUIN,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,36415,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,BUIN,,,,,VOTOS EN BLANCO,,,1577,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,BUIN,,,,,VOTOS NULOS,,,4641,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CALERA DE TANGO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,9655,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CALERA DE TANGO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,9267,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CALERA DE TANGO,,,,,VOTOS EN BLANCO,,,404,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CALERA DE TANGO,,,,,VOTOS NULOS,,,864,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CURACAVI,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,11982,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CURACAVI,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,12779,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CURACAVI,,,,,VOTOS EN BLANCO,,,558,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,CURACAVI,,,,,VOTOS NULOS,,,1252,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,EL MONTE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,11653,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,EL MONTE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,12975,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,EL MONTE,,,,,VOTOS EN BLANCO,,,695,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,EL MONTE,,,,,VOTOS NULOS,,,1720,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ISLA DE MAIPO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,13421,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ISLA DE MAIPO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,12629,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ISLA DE MAIPO,,,,,VOTOS EN BLANCO,,,485,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,ISLA DE MAIPO,,,,,VOTOS NULOS,,,1436,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MARIA PINTO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,5129,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MARIA PINTO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,6063,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MARIA PINTO,,,,,VOTOS EN BLANCO,,,291,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MARIA PINTO,,,,,VOTOS NULOS,,,575,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MELIPILLA,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,44409,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MELIPILLA,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,40421,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MELIPILLA,,,,,VOTOS EN BLANCO,,,2166,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,MELIPILLA,,,,,VOTOS NULOS,,,5767,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PADRE HURTADO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,19889,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PADRE HURTADO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,27401,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PADRE HURTADO,,,,,VOTOS EN BLANCO,,,966,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PADRE HURTADO,,,,,VOTOS NULOS,,,2460,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PAINE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23707,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PAINE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,26842,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PAINE,,,,,VOTOS EN BLANCO,,,1169,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PAINE,,,,,VOTOS NULOS,,,2870,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PEÑAFLOR,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,27354,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PEÑAFLOR,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,34235,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PEÑAFLOR,,,,,VOTOS EN BLANCO,,,1161,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,PEÑAFLOR,,,,,VOTOS NULOS,,,3873,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN BERNARDO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,79044,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN BERNARDO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,97108,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN BERNARDO,,,,,VOTOS EN BLANCO,,,5168,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN BERNARDO,,,,,VOTOS NULOS,,,14755,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN PEDRO,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,4224,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN PEDRO,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,3623,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN PEDRO,,,,,VOTOS EN BLANCO,,,162,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,SAN PEDRO,,,,,VOTOS NULOS,,,395,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,TALAGANTE,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,23544,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,TALAGANTE,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,26205,GOBERNADOR REGIONAL
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,TALAGANTE,,,,,VOTOS EN BLANCO,,,1448,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 14,TALAGANTE,,,,,VOTOS NULOS,,,3669,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 8,CERRILLOS,Z,CHILE VAMOS,RENOVACION NACIONAL,7,FRANCISCO,ORREGO,GUTIERREZ,22319,
13,METROPOLITANA DE SANTIAGO,CIRCUNSCRIPCION SENATORIAL 7,DISTRITO 8,CERRILLOS,ZZI,INDEPENDIENTES,INDEPENDIENTES,8,CLAUDIO,ORREGO,LARRAIN,28655,GOBERNADOR REGIONAL
