region_id,region_name,senate_district,district,commune,list_id,pact_name,party_name,candidate_name,lastname_1,lastname_2,vote_count,Resultado
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,11966,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,10104,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,42504,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,20682,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,,,,VOTOS EN BLANCO,,,11562,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RANCAGUA,,,,VOTOS NULOS,,,27973,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,4083,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,4399,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,8262,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,3131,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,2628,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,7779,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,6542,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,,,,VOTOS EN BLANCO,,,4538,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,RENGO,,,,VOTOS NULOS,,,5854,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,1135,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,1566,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,6167,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,1572,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,971,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,4261,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,2555,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,,,,VOTOS EN BLANCO,,,2177,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 15,REQUINOA,,,,VOTOS NULOS,,,2233,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,426,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,303,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,3494,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,431,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,271,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,947,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,5447,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,,,,VOTOS EN BLANCO,,,1023,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHEPICA,,,,VOTOS NULOS,,,871,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,2050,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,1865,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,8894,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,1786,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,1173,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,4076,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,3443,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,,,,VOTOS EN BLANCO,,,2878,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,CHIMBARONGO,,,,VOTOS NULOS,,,3230,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,170,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,433,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,931,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,232,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,209,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,574,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,616,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,,,,VOTOS EN BLANCO,,,459,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LA ESTRELLA,,,,VOTOS NULOS,,,307,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,1023,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,1411,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,5978,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,1431,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,1041,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,3292,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,2176,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,,,,VOTOS EN BLANCO,,,2681,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LAS CABRAS,,,,VOTOS NULOS,,,1986,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,373,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,465,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,2135,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,441,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,332,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,1365,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,871,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,,,,VOTOS EN BLANCO,,,859,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LITUECHE,,,,VOTOS NULOS,,,705,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,273,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,298,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,2492,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,384,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,243,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,736,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,891,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,,,,VOTOS EN BLANCO,,,1044,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,LOLOL,,,,VOTOS NULOS,,,417,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,236,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,390,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,2254,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,389,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,245,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,730,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,1613,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,,,,VOTOS EN BLANCO,,,994,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,MARCHIGUE,,,,VOTOS NULOS,,,524,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,570,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,717,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,4055,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,819,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,566,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,1535,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,3787,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,,,,VOTOS EN BLANCO,,,1469,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NANCAGUA,,,,VOTOS NULOS,,,1181,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,374,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,439,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,O,POR CHILE Y SUS REGIONES,PARTIDO SOCIALISTA DE CHILE,PABLO,SILVA,AMAYA,2625,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,P,PARTIDO DE LA GENTE E INDEPENDIENTES,PARTIDO DE LA GENTE,CAROL,AROS,SEGUEL,337,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,X,"ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES",PARTIDO ALIANZA VERDE POPULAR,CARLOS,ZAMORA,CANCINO,357,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,Y,REPUBLICANOS E INDEPENDIENTES,PARTIDO REPUBLICANO DE CHILE,FERNANDO,UGARTE,TEJEDA,1128,NOMINADO SEGUNDA VOTACION
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,Z,CHILE VAMOS,INDEPENDIENTES,REBECA,COFRE,CALDERON,872,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,,,,VOTOS EN BLANCO,,,801,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,NAVIDAD,,,,VOTOS NULOS,,,700,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,PALMILLA,F,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,PARTIDO SOCIAL CRISTIANO,PATRICIO,ARENAS,ROMAN,609,
6,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CIRCUNSCRIPCION SENATORIAL 8,DISTRITO 16,PALMILLA,L,TU REGION RADICAL,INDEPENDIENTES,MARIO ALBERTO,GALVEZ,PALMA,496,
